Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family,Meaning,Onset for first letter,,Onser for seconf letter
father,334,15559,ancestor,4,3,2,None,"{'Noun': ['a male parent (also used as a term of address to your father', 'the founder of a family', ""`Father' is a term of address for priests in some churches (especially the Roman Catholic Church or the Orthodox Catholic Church"", '(Christianity', 'a person who holds an important or distinguished position in some organization', 'God when considered as the first person in the Trinity', 'a person who founds or establishes some institution', 'the head of an organized crime family'], 'Verb': ['make (offspring']}","['bather', 'father', 'gather', 'lather', 'nather', 'rather']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,96,notice,3,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,2011,commercial,4,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,3963,plug,5,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,4658,flyer,-1,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,5916,promotion,4,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,bather;father;gather;lather;nather;rather;bother;fother;mother;nother;pother;rother;tother;gether;nether;nither;ruther
ad,37280,7000,announcement,3,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
ad,37280,25287,circular,4,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
ad,37280,35583,endorsement,5,2,1,None,"{'Noun': ['a public promotion of some product or service'], 'Adverb': ['in the Christian era; used before dates after the supposed year Christ was born']}","['ad', 'id', 'od']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
snow,523,4000,blizzard,-1,3,1,None,"{'Noun': ['precipitation falling from clouds in the form of ice crystals', 'a layer of snowflakes (white crystals of frozen water', 'English writer of novels about moral dilemmas in academe (1905-1980', 'street names for cocaine'], 'Verb': ['fall as snow', ""conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end""]}","['enow', 'know', 'snow']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
snow,523,10969,snowfall,-1,2,1,None,"{'Noun': ['precipitation falling from clouds in the form of ice crystals', 'a layer of snowflakes (white crystals of frozen water', 'English writer of novels about moral dilemmas in academe (1905-1980', 'street names for cocaine'], 'Verb': ['fall as snow', ""conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end""]}","['enow', 'know', 'snow']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
mother,328,2486,source,4,2,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
mother,328,2837,mom,1,3,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
mother,328,5566,predecessor,6,2,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,aa;ba;ca;da;ea;fa;ga;ha;ka;la;ma;na;pa;ra;sa;ta;wa;ya;za;ad;id;od;ae;be;ce;de;fe;ge;he;ie;me;ne;oe;re;se;te;we;ye;ah;eh;oh;sh;th;ai;di;fi;hi;li;mi;ni;pi;si;ti;wi;xi;ak;al;el;am;em;om;um;ym;an;en;in;on;un;yn;ar;er;or;ur;yr;as;es;is;os;us;at;it;st;ut;aw;ow;ax;ex;ox;ay;by;ey;ly;my;wy;if;io;of
mother,328,14159,progenitor,-1,2,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,scow;chow;dhow;jhow;show;thow;alow;blow;clow;flow;glow;plow;slow;enow;know;snow;stow;swow
mother,328,15559,ancestor,4,2,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,scow;chow;dhow;jhow;show;thow;alow;blow;clow;flow;glow;plow;slow;enow;know;snow;stow;swow
mother,328,21924,mommy,-1,2,2,None,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}","['bother', 'fother', 'mother', 'nother', 'pother', 'rother', 'tother']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,443,new,1,3,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,563,extra,2,3,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,1505,other,1,3,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,1729,fresh,3,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,1765,higher,-1,3,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,gether;mether;nether;tether;wether;yether;bother;fother;mother;nother;pother;rother;tother;bather;father;nather;nither;puther;rather;ruther;tither
more,384,1964,further,3,3,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,1995,numerous,5,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,2723,spare,3,2,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,4258,major,4,2,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,5679,farther,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,5762,innumerable,6,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,7110,increased,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,7504,likewise,6,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,7533,enhanced,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,7618,supplementary,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,23995,expanded,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
more,384,28094,massed,-1,1,1,more,"{'Noun': [""English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state""], 'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(comparative of `much' used with mass nouns"", ""(comparative of `many' used with count nouns"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the comparative of some adjectives and adverbs', 'comparative of much; to a greater degree or extent', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}","['bore', 'core', 'fore', 'gore', 'kore', 'lore', 'more', 'pore', 'sore', 'tore', 'wore', 'yore']",,bare;care;dare;fare;gare;hare;mare;pare;rare;sare;tare;vare;ware;yare;bere;cere;dere;here;mere;qere;sere;were;yere;aire;dire;fire;hire;lire;mire;sire;tire;vire;wire;bore;core;fore;gore;kore;lore;more;pore;sore;tore;wore;yore;bure;cure;dure;hure;jure;lure;mure;pure;sure;byre;gyre;lyre;pyre;stre;syre;tyre
