user_id,response_id,quote_id,overall_score,other
11039,1213,81,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>we didnt even realize we were making memories we just knew we were having fun</instance>
<inputs>
<input mode=""speech"" intelligibility=""3"">we</input>
<input mode=""speech"" intelligibility=""2"">didnt</input>
<input mode=""speech"" intelligibility=""3"">even</input>
<input mode=""speech"" intelligibility=""1"">realize</input>
<input mode=""speech"" intelligibility=""3"">we</input>
<input mode=""speech"" intelligibility=""2"">were</input>
<input mode=""speech"" intelligibility=""4"">making</input>
<input mode=""speech"" intelligibility=""2"">memories</input>
<input mode=""speech"" intelligibility=""2"">we</input>
<input mode=""speech"" intelligibility=""6"">just</input>
<input mode=""speech"" intelligibility=""1"">knew</input>
<input mode=""speech"" intelligibility=""2"">we</input>
<input mode=""speech"" intelligibility=""1"">were</input>
<input mode=""speech"" intelligibility=""4"">having</input>
<input mode=""speech"" intelligibility=""4"">fun</input>
</inputs>
"
9435,56,265,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>obstacles are those frightening things that become visible when we take our eyes off our goals</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">obstacles</input>
<input mode=""speech"" intelligibility=""2"">are</input>
<input mode=""speech"" intelligibility=""2"">those</input>
<input mode=""speech"" intelligibility=""2"">frightening</input>
<input mode=""speech"" intelligibility=""3"">things</input>
<input mode=""speech"" intelligibility=""3"">that</input>
<input mode=""speech"" intelligibility=""4"">become</input>
<input mode=""speech"" intelligibility=""2"">visible</input>
<input mode=""speech"" intelligibility=""1"">when</input>
<input mode=""speech"" intelligibility=""2"">we</input>
<input mode=""speech"" intelligibility=""2"">take</input>
<input mode=""speech"" intelligibility=""1"">our</input>
<input mode=""speech"" intelligibility=""3"">eyes</input>
<input mode=""speech"" intelligibility=""3"">off</input>
<input mode=""speech"" intelligibility=""2"">our</input>
<input mode=""speech"" intelligibility=""1"">goals</input>
</input>
"
18412,1044,358,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>ability is what youre capable of doing motivation determines what you do attitude determines how well you do it</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">ability</input>
<input mode=""speech"" intelligibility=""3"">is</input>
<input mode=""speech"" intelligibility=""2"">what</input>
<input mode=""speech"" intelligibility=""2"">youre</input>
<input mode=""speech"" intelligibility=""1"">capable</input>
<input mode=""speech"" intelligibility=""2"">of</input>
<input mode=""speech"" intelligibility=""2"">doing</input>
<input mode=""speech"" intelligibility=""2"">motivation</input>
<input mode=""speech"" intelligibility=""1"">determines</input>
<input mode=""speech"" intelligibility=""2"">what</input>
<input mode=""speech"" intelligibility=""3"">you</input>
<input mode=""speech"" intelligibility=""2"">do</input>
<input mode=""speech"" intelligibility=""1"">attitude</input>
<input mode=""speech"" intelligibility=""1"">determines</input>
<input mode=""speech"" intelligibility=""3"">how</input>
<input mode=""speech"" intelligibility=""1"">well</input>
<input mode=""speech"" intelligibility=""3"">you</input>
<input mode=""speech"" intelligibility=""2"">do</input>
<input mode=""speech"" intelligibility=""1"">it</input>
</inputs>
"
18365,902,356,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>some people want it to happen some wish it to happen others make it happen</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">some</input>
<input mode=""speech"" intelligibility=""1"">people</input>
<input mode=""speech"" intelligibility=""2"">want</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">happen</input>
<input mode=""speech"" intelligibility=""2"">some</input>
<input mode=""speech"" intelligibility=""2"">wish</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""1"">to</input>
<input mode=""speech"" intelligibility=""1"">happen</input>
<input mode=""speech"" intelligibility=""1"">others</input>
<input mode=""speech"" intelligibility=""2"">make</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""2"">happen</input>
</inputs>
"
18568,970,275,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>start by doing whats necessary then do what is possible and suddenly you are doing the impossible</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">start</input>
<input mode=""speech"" intelligibility=""1"">by</input>
<input mode=""speech"" intelligibility=""2"">doing</input>
<input mode=""speech"" intelligibility=""2"">whats</input>
<input mode=""speech"" intelligibility=""2"">necessary</input>
<input mode=""speech"" intelligibility=""2"">then</input>
<input mode=""speech"" intelligibility=""2"">do</input>
<input mode=""speech"" intelligibility=""2"">what</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""2"">possible</input>
<input mode=""speech"" intelligibility=""3"">and</input>
<input mode=""speech"" intelligibility=""2"">suddenly</input>
<input mode=""speech"" intelligibility=""2"">you</input>
<input mode=""speech"" intelligibility=""1"">are</input>
<input mode=""speech"" intelligibility=""2"">doing</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""2"">impossible</input>
</inputs>
"
18310,498,478,3,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""3"" >
<instance>learn from yesterday live for today hope for tomorrow</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">learn</input>
<input mode=""speech"" intelligibility=""4"">from</input>
<input mode=""speech"" intelligibility=""5"">yesterday</input>
<input mode=""speech"" intelligibility=""2"">live</input>
<input mode=""speech"" intelligibility=""3"">for</input>
<input mode=""speech"" intelligibility=""3"">today</input>
<input mode=""speech"" intelligibility=""4"">hope</input>
<input mode=""speech"" intelligibility=""4"">for</input>
<input mode=""speech"" intelligibility=""2"">tomorrow</input>
</inputs>
"
18538,672,193,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>where theres a will theres a way</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">where</input>
<input mode=""speech"" intelligibility=""2"">theres</input>
<input mode=""speech"" intelligibility=""2"">a</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""2"">theres</input>
<input mode=""speech"" intelligibility=""2"">a</input>
<input mode=""speech"" intelligibility=""2"">way</input>
</inputs>
"
20569,1081,57,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>little by little one travels far</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">little</input>
<input mode=""speech"" intelligibility=""1"">by</input>
<input mode=""speech"" intelligibility=""1"">little</input>
<input mode=""speech"" intelligibility=""2"">one</input>
<input mode=""speech"" intelligibility=""1"">travels</input>
<input mode=""speech"" intelligibility=""1"">far</input>
</inputs>
"
18365,506,161,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>failure is success if we learn from it</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">failure</input>
<input mode=""speech"" intelligibility=""1"">is</input>
<input mode=""speech"" intelligibility=""1"">success</input>
<input mode=""speech"" intelligibility=""2"">if</input>
<input mode=""speech"" intelligibility=""2"">we</input>
<input mode=""speech"" intelligibility=""2"">learn</input>
<input mode=""speech"" intelligibility=""3"">from</input>
<input mode=""speech"" intelligibility=""1"">it</input>
</inputs>
"
18365,514,161,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>failure is success if we learn from it</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">failure</input>
<input mode=""speech"" intelligibility=""1"">is</input>
<input mode=""speech"" intelligibility=""1"">success</input>
<input mode=""speech"" intelligibility=""2"">if</input>
<input mode=""speech"" intelligibility=""2"">we</input>
<input mode=""speech"" intelligibility=""2"">learn</input>
<input mode=""speech"" intelligibility=""2"">from</input>
<input mode=""speech"" intelligibility=""2"">it</input>
</inputs>
"
18346,600,321,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>leaders become great not because of their power but because of their ability to empower others</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">leaders</input>
<input mode=""speech"" intelligibility=""2"">become</input>
<input mode=""speech"" intelligibility=""2"">great</input>
<input mode=""speech"" intelligibility=""2"">not</input>
<input mode=""speech"" intelligibility=""3"">because</input>
<input mode=""speech"" intelligibility=""4"">of</input>
<input mode=""speech"" intelligibility=""2"">their</input>
<input mode=""speech"" intelligibility=""1"">power</input>
<input mode=""speech"" intelligibility=""5"">but</input>
<input mode=""speech"" intelligibility=""4"">because</input>
<input mode=""speech"" intelligibility=""4"">of</input>
<input mode=""speech"" intelligibility=""1"">their</input>
<input mode=""speech"" intelligibility=""1"">ability</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">empower</input>
<input mode=""speech"" intelligibility=""3"">others</input>
</inputs>
"
18757,866,43,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>a leader is one who knows the way goes the way and shows the way</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">a</input>
<input mode=""speech"" intelligibility=""1"">leader</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""2"">one</input>
<input mode=""speech"" intelligibility=""2"">who</input>
<input mode=""speech"" intelligibility=""3"">knows</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""3"">way</input>
<input mode=""speech"" intelligibility=""2"">goes</input>
<input mode=""speech"" intelligibility=""1"">the</input>
<input mode=""speech"" intelligibility=""1"">way</input>
<input mode=""speech"" intelligibility=""2"">and</input>
<input mode=""speech"" intelligibility=""3"">shows</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""2"">way</input>
</inputs>
"
6449,562,100,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>we did not come to fear the future we came here to shape it</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">we</input>
<input mode=""speech"" intelligibility=""2"">did</input>
<input mode=""speech"" intelligibility=""3"">not</input>
<input mode=""speech"" intelligibility=""2"">come</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""1"">fear</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""1"">future</input>
<input mode=""speech"" intelligibility=""1"">we</input>
<input mode=""speech"" intelligibility=""2"">came</input>
<input mode=""speech"" intelligibility=""1"">here</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">shape</input>
<input mode=""speech"" intelligibility=""2"">it</input>
</inputs>
"
21132,1173,421,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>i must be willing to give up what i am in order to become what i will be</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">i</input>
<input mode=""speech"" intelligibility=""1"">must</input>
<input mode=""speech"" intelligibility=""1"">be</input>
<input mode=""speech"" intelligibility=""1"">willing</input>
<input mode=""speech"" intelligibility=""1"">to</input>
<input mode=""speech"" intelligibility=""1"">give</input>
<input mode=""speech"" intelligibility=""2"">up</input>
<input mode=""speech"" intelligibility=""2"">what</input>
<input mode=""speech"" intelligibility=""2"">i</input>
<input mode=""speech"" intelligibility=""2"">am</input>
<input mode=""speech"" intelligibility=""2"">in</input>
<input mode=""speech"" intelligibility=""1"">order</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">become</input>
<input mode=""speech"" intelligibility=""2"">what</input>
<input mode=""speech"" intelligibility=""2"">i</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""2"">be</input>
</inputs>
"
18346,800,267,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>the person who makes a success of living is the one who sees his goal steadily and aims for it unswervingly that is dedication</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""1"">person</input>
<input mode=""speech"" intelligibility=""2"">who</input>
<input mode=""speech"" intelligibility=""1"">makes</input>
<input mode=""speech"" intelligibility=""1"">a</input>
<input mode=""speech"" intelligibility=""1"">success</input>
<input mode=""speech"" intelligibility=""2"">of</input>
<input mode=""speech"" intelligibility=""1"">living</input>
<input mode=""speech"" intelligibility=""1"">is</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""2"">one</input>
<input mode=""speech"" intelligibility=""2"">who</input>
<input mode=""speech"" intelligibility=""1"">sees</input>
<input mode=""speech"" intelligibility=""2"">his</input>
<input mode=""speech"" intelligibility=""2"">goal</input>
<input mode=""speech"" intelligibility=""1"">steadily</input>
<input mode=""speech"" intelligibility=""2"">and</input>
<input mode=""speech"" intelligibility=""2"">aims</input>
<input mode=""speech"" intelligibility=""1"">for</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""1"">unswervingly</input>
<input mode=""speech"" intelligibility=""2"">that</input>
<input mode=""speech"" intelligibility=""1"">is</input>
<input mode=""speech"" intelligibility=""1"">dedication</input>
</inputs>
"
9435,43,536,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>life is like a box of chocolates you never know what your going to get</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">life</input>
<input mode=""speech"" intelligibility=""4"">is</input>
<input mode=""speech"" intelligibility=""3"">like</input>
<input mode=""speech"" intelligibility=""2"">a</input>
<input mode=""speech"" intelligibility=""3"">box</input>
<input mode=""speech"" intelligibility=""3"">of</input>
<input mode=""speech"" intelligibility=""2"">chocolates</input>
<input mode=""speech"" intelligibility=""4"">you</input>
<input mode=""speech"" intelligibility=""1"">never</input>
<input mode=""speech"" intelligibility=""3"">know</input>
<input mode=""speech"" intelligibility=""5"">what</input>
<input mode=""speech"" intelligibility=""1"">your</input>
<input mode=""speech"" intelligibility=""4"">going</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""4"">get</input>
</input>
"
3079,137,440,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>the difference between impossible and possible lies in a persons determination</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""4"">difference</input>
<input mode=""speech"" intelligibility=""2"">between</input>
<input mode=""speech"" intelligibility=""1"">impossible</input>
<input mode=""speech"" intelligibility=""3"">and</input>
<input mode=""speech"" intelligibility=""2"">possible</input>
<input mode=""speech"" intelligibility=""1"">lies</input>
<input mode=""speech"" intelligibility=""3"">in</input>
<input mode=""speech"" intelligibility=""2"">a</input>
<input mode=""speech"" intelligibility=""4"">persons</input>
<input mode=""speech"" intelligibility=""2"">determination</input>
</inputs>
"
427,12,273,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>its not the will to win that matters everyone has that its the will to prepare to win that matters</instance>
<inputs>
<input mode=""speech"" intelligibility=""4"">its</input>
<input mode=""speech"" intelligibility=""2"">not</input>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">win</input>
<input mode=""speech"" intelligibility=""3"">that</input>
<input mode=""speech"" intelligibility=""3"">matters</input>
<input mode=""speech"" intelligibility=""1"">everyone</input>
<input mode=""speech"" intelligibility=""4"">has</input>
<input mode=""speech"" intelligibility=""2"">that</input>
<input mode=""speech"" intelligibility=""3"">its</input>
<input mode=""speech"" intelligibility=""3"">the</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""4"">to</input>
<input mode=""speech"" intelligibility=""2"">prepare</input>
<input mode=""speech"" intelligibility=""2"">to</input>
<input mode=""speech"" intelligibility=""2"">win</input>
<input mode=""speech"" intelligibility=""4"">that</input>
<input mode=""speech"" intelligibility=""2"">matters</input>
</input>
"
12858,592,194,3,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""3"" >
<instance>we did not come to fear the future we came here to shape it</instance>
<inputs>
<input mode=""speech"" intelligibility=""5"">we</input>
<input mode=""speech"" intelligibility=""3"">did</input>
<input mode=""speech"" intelligibility=""5"">not</input>
<input mode=""speech"" intelligibility=""4"">come</input>
<input mode=""speech"" intelligibility=""3"">to</input>
<input mode=""speech"" intelligibility=""1"">fear</input>
<input mode=""speech"" intelligibility=""3"">the</input>
<input mode=""speech"" intelligibility=""4"">future</input>
<input mode=""speech"" intelligibility=""5"">we</input>
<input mode=""speech"" intelligibility=""2"">came</input>
<input mode=""speech"" intelligibility=""2"">here</input>
<input mode=""speech"" intelligibility=""1"">to</input>
<input mode=""speech"" intelligibility=""3"">shape</input>
<input mode=""speech"" intelligibility=""5"">it</input>
</inputs>
"
6449,586,98,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>you never fail until you stop trying</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">you</input>
<input mode=""speech"" intelligibility=""4"">never</input>
<input mode=""speech"" intelligibility=""2"">fail</input>
<input mode=""speech"" intelligibility=""2"">until</input>
<input mode=""speech"" intelligibility=""2"">you</input>
<input mode=""speech"" intelligibility=""3"">stop</input>
<input mode=""speech"" intelligibility=""2"">trying</input>
</inputs>
"
427,132,478,3,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""3"" >
<instance>learn from yesterday live for today hope for tomorrow</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">learn</input>
<input mode=""speech"" intelligibility=""2"">from</input>
<input mode=""speech"" intelligibility=""5"">yesterday</input>
<input mode=""speech"" intelligibility=""2"">live</input>
<input mode=""speech"" intelligibility=""4"">for</input>
<input mode=""speech"" intelligibility=""3"">today</input>
<input mode=""speech"" intelligibility=""3"">hope</input>
<input mode=""speech"" intelligibility=""5"">for</input>
<input mode=""speech"" intelligibility=""3"">tomorrow</input>
</inputs>
"
18346,627,301,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>life is like a tenspeed bicycle most of us have gears we never use</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">life</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""1"">like</input>
<input mode=""speech"" intelligibility=""1"">a</input>
<input mode=""speech"" intelligibility=""2"">tenspeed</input>
<input mode=""speech"" intelligibility=""1"">bicycle</input>
<input mode=""speech"" intelligibility=""1"">most</input>
<input mode=""speech"" intelligibility=""1"">of</input>
<input mode=""speech"" intelligibility=""1"">us</input>
<input mode=""speech"" intelligibility=""1"">have</input>
<input mode=""speech"" intelligibility=""1"">gears</input>
<input mode=""speech"" intelligibility=""1"">we</input>
<input mode=""speech"" intelligibility=""1"">never</input>
<input mode=""speech"" intelligibility=""2"">use</input>
</inputs>
"
20578,1059,231,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>the real difference between humans and animals is not reason it is imagination</instance>
<inputs>
<input mode=""speech"" intelligibility=""4"">the</input>
<input mode=""speech"" intelligibility=""1"">real</input>
<input mode=""speech"" intelligibility=""2"">difference</input>
<input mode=""speech"" intelligibility=""2"">between</input>
<input mode=""speech"" intelligibility=""2"">humans</input>
<input mode=""speech"" intelligibility=""4"">and</input>
<input mode=""speech"" intelligibility=""3"">animals</input>
<input mode=""speech"" intelligibility=""5"">is</input>
<input mode=""speech"" intelligibility=""5"">not</input>
<input mode=""speech"" intelligibility=""1"">reason</input>
<input mode=""speech"" intelligibility=""3"">it</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""2"">imagination</input>
</inputs>
"
19053,992,229,1,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""1"" >
<instance>creativity is intelligence having fun</instance>
<inputs>
<input mode=""speech"" intelligibility=""1"">creativity</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""1"">intelligence</input>
<input mode=""speech"" intelligibility=""1"">having</input>
<input mode=""speech"" intelligibility=""2"">fun</input>
</inputs>
"
18501,780,171,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>many people will walk in and out of your life but only true friends will leave footprints in your heart</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">many</input>
<input mode=""speech"" intelligibility=""1"">people</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""4"">walk</input>
<input mode=""speech"" intelligibility=""1"">in</input>
<input mode=""speech"" intelligibility=""1"">and</input>
<input mode=""speech"" intelligibility=""4"">out</input>
<input mode=""speech"" intelligibility=""3"">of</input>
<input mode=""speech"" intelligibility=""1"">your</input>
<input mode=""speech"" intelligibility=""1"">life</input>
<input mode=""speech"" intelligibility=""5"">but</input>
<input mode=""speech"" intelligibility=""2"">only</input>
<input mode=""speech"" intelligibility=""4"">true</input>
<input mode=""speech"" intelligibility=""3"">friends</input>
<input mode=""speech"" intelligibility=""1"">will</input>
<input mode=""speech"" intelligibility=""3"">leave</input>
<input mode=""speech"" intelligibility=""3"">footprints</input>
<input mode=""speech"" intelligibility=""3"">in</input>
<input mode=""speech"" intelligibility=""1"">your</input>
<input mode=""speech"" intelligibility=""2"">heart</input>
</inputs>
"
18501,768,103,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>your teacher can open the door but you must enter by yourself</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">your</input>
<input mode=""speech"" intelligibility=""1"">teacher</input>
<input mode=""speech"" intelligibility=""2"">can</input>
<input mode=""speech"" intelligibility=""1"">open</input>
<input mode=""speech"" intelligibility=""1"">the</input>
<input mode=""speech"" intelligibility=""1"">door</input>
<input mode=""speech"" intelligibility=""4"">but</input>
<input mode=""speech"" intelligibility=""2"">you</input>
<input mode=""speech"" intelligibility=""2"">must</input>
<input mode=""speech"" intelligibility=""1"">enter</input>
<input mode=""speech"" intelligibility=""3"">by</input>
<input mode=""speech"" intelligibility=""1"">yourself</input>
</inputs>
"
15951,795,537,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>dont ever let somebody tell youyou cant do something not even me alright you dream you gotta protect it</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">dont</input>
<input mode=""speech"" intelligibility=""1"">ever</input>
<input mode=""speech"" intelligibility=""1"">let</input>
<input mode=""speech"" intelligibility=""5"">somebody</input>
<input mode=""speech"" intelligibility=""1"">tell</input>
<input mode=""speech"" intelligibility=""2"">youyou</input>
<input mode=""speech"" intelligibility=""1"">cant</input>
<input mode=""speech"" intelligibility=""2"">do</input>
<input mode=""speech"" intelligibility=""4"">something</input>
<input mode=""speech"" intelligibility=""3"">not</input>
<input mode=""speech"" intelligibility=""2"">even</input>
<input mode=""speech"" intelligibility=""4"">me</input>
<input mode=""speech"" intelligibility=""2"">alright</input>
<input mode=""speech"" intelligibility=""1"">you</input>
<input mode=""speech"" intelligibility=""2"">dream</input>
<input mode=""speech"" intelligibility=""4"">you</input>
<input mode=""speech"" intelligibility=""2"">gotta</input>
<input mode=""speech"" intelligibility=""2"">protect</input>
<input mode=""speech"" intelligibility=""2"">it</input>
</inputs>
"
6085,198,539,4,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""4"" >
<instance>its how much you can take and keep moving forward thats how winning is done</instance>
<inputs>
<input mode=""speech"" intelligibility=""4"">its</input>
<input mode=""speech"" intelligibility=""3"">how</input>
<input mode=""speech"" intelligibility=""5"">much</input>
<input mode=""speech"" intelligibility=""5"">you</input>
<input mode=""speech"" intelligibility=""5"">can</input>
<input mode=""speech"" intelligibility=""1"">take</input>
<input mode=""speech"" intelligibility=""6"">and</input>
<input mode=""speech"" intelligibility=""3"">keep</input>
<input mode=""speech"" intelligibility=""2"">moving</input>
<input mode=""speech"" intelligibility=""2"">forward</input>
<input mode=""speech"" intelligibility=""5"">thats</input>
<input mode=""speech"" intelligibility=""3"">how</input>
<input mode=""speech"" intelligibility=""4"">winning</input>
<input mode=""speech"" intelligibility=""4"">is</input>
<input mode=""speech"" intelligibility=""6"">done</input>
</inputs>
"
6085,373,271,2,"<? xml version = ""1.0"" encoding = ""UTF-8"" ?>
 <interpretation grammar="".SENTENCE"" intelligibility=""2"" >
<instance>the greatest danger for most of us is not that our aim is too high and we miss it but that it is too low and we reach it</instance>
<inputs>
<input mode=""speech"" intelligibility=""2"">the</input>
<input mode=""speech"" intelligibility=""1"">greatest</input>
<input mode=""speech"" intelligibility=""2"">danger</input>
<input mode=""speech"" intelligibility=""1"">for</input>
<input mode=""speech"" intelligibility=""2"">most</input>
<input mode=""speech"" intelligibility=""1"">of</input>
<input mode=""speech"" intelligibility=""2"">us</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""3"">not</input>
<input mode=""speech"" intelligibility=""1"">that</input>
<input mode=""speech"" intelligibility=""2"">our</input>
<input mode=""speech"" intelligibility=""2"">aim</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""1"">too</input>
<input mode=""speech"" intelligibility=""4"">high</input>
<input mode=""speech"" intelligibility=""3"">and</input>
<input mode=""speech"" intelligibility=""1"">we</input>
<input mode=""speech"" intelligibility=""4"">miss</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""1"">but</input>
<input mode=""speech"" intelligibility=""2"">that</input>
<input mode=""speech"" intelligibility=""2"">it</input>
<input mode=""speech"" intelligibility=""2"">is</input>
<input mode=""speech"" intelligibility=""2"">too</input>
<input mode=""speech"" intelligibility=""1"">low</input>
<input mode=""speech"" intelligibility=""2"">and</input>
<input mode=""speech"" intelligibility=""1"">we</input>
<input mode=""speech"" intelligibility=""1"">reach</input>
<input mode=""speech"" intelligibility=""2"">it</input>
</inputs>
"
